entity,latency_ms,roundtrip_cost_bps,sizing,trades,gross_pnl,cost_pnl,net_pnl,exposure,turnover,annualised_daily_sharpe,annualised_daily_sortino,maximum_drawdown,win_rate,average_win,average_loss,average_holding_seconds,break_even_roundtrip_bps,pnl_concentration_largest_day
ETHUSDT,500,0.0,inverse_volatility,185838,4.859787085090409,0.0,4.859787085090409,0.40964957384177464,259701.25835209413,68.19300204836904,0.0,0.0,0.5397173882628956,0.00014410408032182072,-0.00013184888366758572,5.394057017181631,0.3742598026615393,0.06510412267406913
BTCUSDT,500,2.0,inverse_volatility,148380,4.092351395023156,19.848421775010202,-15.756070379987044,0.30445907060926375,198484.217750102,-157.67282444955336,-157.67282444955336,-1.0,0.14071303410163094,0.0000804609629494104,-0.0001367519848895913,5.271963770777733,0.41236038224213456,0.05666298314202475
ETHUSDT,500,2.0,inverse_volatility,185838,4.859787085090409,25.970125835209416,-21.110338750119006,0.40964957384177464,259701.25835209413,-194.8767591356335,-194.8767591356335,-1.0,0.22332353985729506,0.00013172127639222284,-0.00018413310028647764,5.394057017181631,0.3742598026615393,0.05478742767568887
BTCUSDT,500,5.0,inverse_volatility,148380,4.092351395023156,49.621054437525494,-45.52870304250234,0.30445907060926375,198484.217750102,-144.8764403158998,-144.8764403158998,-1.0,0.022813047580536462,0.00009383935640767276,-0.00031619262225554204,5.271963770777733,0.41236038224213456,0.05761567983406163
ETHUSDT,500,5.0,inverse_volatility,185838,4.859787085090409,64.92531458802353,-60.06552750293312,0.40964957384177464,259701.25835209413,-166.50745870507964,-166.50745870507964,-1.0,0.06347463920188551,0.00013801642794825287,-0.00035447518005430137,5.394057017181631,0.3742598026615393,0.055154009348062895
BTCUSDT,500,7.0,inverse_volatility,148380,4.092351395023156,69.4694762125357,-65.37712481751254,0.30445907060926375,198484.217750102,-142.89481104922535,-142.89481104922535,-1.0,0.00909826122118884,0.00011075929125730042,-0.0004456685700925654,5.271963770777733,0.41236038224213456,0.057768748216643594
ETHUSDT,500,7.0,inverse_volatility,185838,4.859787085090409,90.89544042323294,-86.03565333814254,0.40964957384177464,259701.25835209413,-162.2048448934014,-162.2048448934014,-1.0,0.03164584207750837,0.00015287999319507422,-0.00048308618491152205,5.394057017181631,0.3742598026615393,0.05521397412609883
BTCUSDT,500,10.0,inverse_volatility,148380,4.092351395023156,99.24210887505099,-95.14975748002784,0.30445907060926375,198484.217750102,-141.48812232123464,-141.48812232123464,-1.0,0.0032821134923844185,0.00013336521283916728,-0.000643808066228155,5.271963770777733,0.41236038224213456,0.05787861194809713
ETHUSDT,500,10.0,inverse_volatility,185838,4.859787085090409,129.85062917604705,-124.99084209095665,0.40964957384177464,259701.25835209413,-159.1804801786317,-159.1804801786317,-1.0,0.013242716774825386,0.00019292454311599025,-0.0006841950156866189,5.394057017181631,0.3742598026615393,0.055314628967165914
BTCUSDT,500,20.0,inverse_volatility,148380,4.092351395023156,198.48421775010198,-194.39186635507883,0.30445907060926375,198484.217750102,-139.92731008887583,-139.92731008887583,-1.0,0.00032349373230893653,0.0002840633871243681,-0.0013106106665969634,5.271963770777733,0.41236038224213456,0.05800177510676956
ETHUSDT,500,20.0,inverse_volatility,185838,4.859787085090409,259.7012583520941,-254.84147126700373,0.40964957384177464,259701.25835209413,-155.85673991336583,-155.85673991336583,-1.0,0.0024376069479869564,0.0003189663044983404,-0.0013754401003476088,5.394057017181631,0.3742598026615393,0.055454693846269124
