symbol,horizon_ms,model,scope,train_rows,confirmation_rows,oos_r2,mse,mae,pearson_ic,rank_ic
BTCUSDT,1000,ridge,baseline,2591862,1727927,0.014320400268544642,5.160921459945889e-9,0.000028210988833102574,0.12012559854100496,0.08906111082369028
BTCUSDT,1000,ridge,expanded,2591862,1727927,0.0333668694223207,5.061196020341827e-9,0.000029273769890144582,0.18277223306452461,0.19616471778529251
BTCUSDT,5000,ridge,baseline,2591742,1727847,0.010311871153917851,3.2490239988467036e-8,0.00009344450417669964,0.1016877068429006,0.1364563128333131
BTCUSDT,5000,ridge,expanded,2591742,1727847,0.024277935044209942,3.2031751345161686e-8,0.0000938812961210102,0.15593332395209358,0.22732091832024828
BTCUSDT,10000,ridge,baseline,2591592,1727747,0.007339581167154607,6.971550202406636e-8,0.0001487369888340606,0.08578868419219315,0.12349291352906433
BTCUSDT,10000,ridge,expanded,2591592,1727747,0.017072726787006776,6.90319337863406e-8,0.00014845009396298076,0.13080120520308736,0.1945054189591945
