symbol,shift_rows,train_rows,confirmation_rows,oos_r2,mse,mae,pearson_ic,rank_ic
BTCUSDT,900,2591742,1727847,0.010230600974145299,3.249290798818069e-8,0.0000934820934051582,0.1014501339743133,0.13607300491106306
