symbol,latency_ms,holding_seconds,roundtrip_cost_bps,signal_threshold,skipped_entries,skipped_exits,trades,gross_pnl,cost_pnl,net_pnl,exposure,turnover,annualised_daily_sharpe,annualised_daily_sortino,maximum_drawdown,win_rate,average_win,average_loss,average_holding_seconds,break_even_roundtrip_bps,pnl_concentration_largest_day
BTCUSDT,500,5,7.0,0.0000321160127895846,0,1,86405,2.848617630356695,60.48350000000001,-57.634882369643314,0.5219690639768518,172810.0,-56.78208939531409,-56.78208939531409,-1.0,0.02249869799201435,0.00032119357586429033,-0.0006897773254060868,5.219388591817602,0.32968203580310107,0.13825279534102075
