symbol,target,train_rows,final_rows,oos_r2,mse,mae,pearson_ic,rank_ic
BTCUSDT,target_spot_log_return_5000ms,863929,863926,0.017628788053178912,6.499560218979333e-8,0.0001393234519124953,0.13340610553041765,0.198229834317645
